rank,percentile,ticker,score,sector,market_cap,price,liquidity,pe_ratio,fcf_yield,earnings_yield,ttm_gross_margin,ttm_operating_margin,debt_to_ebitda,roa,top_factor,value_trap,missing_factor_count,data_quality,feature_available_date
1,100.0%,TGTX,4.4,HEALTHCARE,5B,33.8,91M,12.1,-0.5%,8.3%,83.6%,20.0%,0.0,42.1%,low_ps,False,1,partial,2026-03-31
2,99.9%,WINA,3.8,CONSUMER CYCLICAL,1B,380.5,22M,33.9,3.2%,3.0%,96.4%,63.4%,0.0,167.4%,low_ps,False,0,good,2026-03-31
3,99.8%,LVS,2.8,CONSUMER CYCLICAL,36B,54.3,287M,22.4,5.1%,4.5%,28.2%,23.7%,0.5,7.4%,low_ps,False,0,good,2026-03-31
4,99.8%,LOW,2.4,CONSUMER CYCLICAL,128B,229.2,615M,19.3,6.0%,5.2%,33.5%,11.8%,0.5,12.3%,low_ps,False,0,good,2026-05-01
5,99.7%,PFBC,2.1,FINANCIAL SERVICES,1B,94.7,10M,8.8,14.1%,11.3%,55.3%,37.7%,0.0,1.8%,high_fcf_yield,False,0,good,2026-03-31
6,99.6%,FTNT,1.9,TECHNOLOGY,63B,84.3,557M,33.8,3.6%,3.0%,80.8%,30.6%,0.4,17.8%,low_ps,False,1,partial,2026-03-31
7,99.5%,CCL,1.6,CONSUMER CYCLICAL,37B,26.4,784M,11.9,8.1%,8.4%,37.5%,16.9%,0.4,6.0%,high_earnings_yield,False,0,good,2026-04-29
8,99.5%,DXC,1.5,TECHNOLOGY,2B,9.4,50M,3.8,64.3%,26.6%,19.7%,5.4%,0.6,3.2%,high_fcf_yield,False,0,good,2026-03-01
9,99.4%,STOK,1.5,HEALTHCARE,2B,32.9,17M,52.4,2.2%,-0.3%,98.9%,-11.2%,0.1,-1.6%,low_ps,True,1,partial,2026-03-31
10,99.3%,KSS,1.2,CONSUMER CYCLICAL,2B,14.5,63M,6.2,56.5%,16.3%,40.6%,3.3%,0.1,2.0%,high_fcf_yield,False,0,good,2026-05-01
11,99.2%,MAR,1.1,CONSUMER CYCLICAL,97B,361.7,514M,37.5,2.7%,2.7%,21.3%,15.8%,0.5,9.4%,high_fcf_yield,False,0,good,2026-03-31
12,99.2%,COKE,1.1,CONSUMER DEFENSIVE,2B,205.1,102M,3.5,31.1%,28.6%,39.4%,13.2%,0.2,12.3%,high_earnings_yield,False,0,good,2026-03-31
13,99.1%,MTD,1.1,HEALTHCARE,23B,1124.5,193M,26.2,3.7%,3.8%,57.5%,27.8%,0.1,23.4%,low_ps,False,1,partial,2026-03-31
14,99.0%,BFH,1.0,FINANCIAL SERVICES,4B,84.8,60M,7.1,56.2%,14.1%,63.3%,13.1%,20.1,2.3%,high_fcf_yield,True,0,good,2026-03-31
15,98.9%,BBWI,1.0,CONSUMER CYCLICAL,4B,19.7,112M,6.7,20.0%,15.0%,43.7%,15.4%,0.5,12.8%,high_fcf_yield,False,0,good,2026-05-01
16,98.9%,IT,0.9,TECHNOLOGY,10B,148.5,231M,14.2,11.3%,7.0%,67.7%,15.8%,0.1,9.0%,high_fcf_yield,False,1,partial,2026-03-31
17,98.8%,HALO,0.9,HEALTHCARE,8B,64.1,90M,23.8,8.5%,4.2%,81.9%,58.4%,1.6,12.5%,high_fcf_yield,False,1,partial,2026-03-31
18,98.7%,CALM,0.9,CONSUMER DEFENSIVE,4B,76.1,49M,5.2,20.0%,19.3%,33.8%,25.1%,0.0,22.1%,high_earnings_yield,False,0,good,2026-04-29
19,98.6%,HCI,0.8,FINANCIAL SERVICES,2B,153.6,32M,6.6,22.3%,15.1%,63.3%,47.6%,0.1,11.8%,high_fcf_yield,False,0,good,2026-03-31
20,98.6%,HG,0.8,FINANCIAL SERVICES,3B,32.8,15M,5.8,25.3%,17.3%,43.1%,28.2%,0.0,6.0%,high_fcf_yield,False,0,good,2026-03-31
21,98.5%,RNR,0.8,FINANCIAL SERVICES,13B,307.0,103M,4.9,28.2%,20.5%,40.7%,31.5%,0.0,5.0%,high_fcf_yield,False,0,good,2026-03-31
22,98.4%,NCLH,0.8,CONSUMER CYCLICAL,8B,18.2,439M,20.0,-13.8%,5.0%,42.6%,15.9%,0.7,1.9%,high_fcf_yield,False,1,partial,2026-03-31
23,98.3%,HRB,0.7,CONSUMER CYCLICAL,4B,31.7,87M,6.7,12.8%,14.9%,54.7%,25.2%,0.2,20.9%,high_earnings_yield,False,0,good,2026-03-01
24,98.3%,SYF,0.7,FINANCIAL SERVICES,26B,75.9,306M,7.4,37.5%,13.5%,51.0%,24.2%,1.1,3.0%,high_fcf_yield,False,0,good,2026-03-31
25,98.2%,CHTR,0.7,COMMUNICATION SERVICES,21B,165.2,709M,4.2,21.1%,23.8%,44.9%,24.3%,0.2,3.2%,high_earnings_yield,False,1,partial,2026-03-31
26,98.1%,VRSN,0.7,TECHNOLOGY,25B,268.7,234M,29.9,4.3%,3.3%,88.2%,67.7%,0.0,62.3%,low_ps,False,0,good,2026-03-31
27,98.0%,CMCSA,0.7,COMMUNICATION SERVICES,98B,27.0,914M,4.9,22.4%,20.2%,60.1%,16.7%,0.3,7.3%,high_earnings_yield,False,0,good,2026-03-31
28,97.9%,GFI,0.7,BASIC MATERIALS,40B,44.9,131M,8.3,9.6%,12.0%,52.5%,48.3%,0.1,31.7%,high_earnings_yield,False,0,good,2026-03-31
29,97.9%,GDDY,0.7,TECHNOLOGY,12B,86.8,193M,13.3,13.5%,7.5%,61.6%,22.9%,0.0,10.9%,high_fcf_yield,False,1,partial,2026-03-31
30,97.8%,ENVA,0.7,FINANCIAL SERVICES,4B,169.4,47M,14.5,39.7%,6.9%,50.1%,23.5%,0.2,4.8%,high_fcf_yield,False,1,partial,2026-03-31
31,97.7%,SNEX,0.6,FINANCIAL SERVICES,9B,106.0,70M,24.0,41.2%,4.2%,2.0%,1.5%,0.4,0.8%,high_fcf_yield,False,1,partial,2026-03-01
32,97.6%,LEG,0.6,CONSUMER CYCLICAL,1B,10.1,37M,6.0,19.8%,16.6%,18.2%,5.9%,0.1,6.7%,high_fcf_yield,False,0,good,2026-03-31
33,97.6%,ALL,0.6,FINANCIAL SERVICES,57B,217.3,323M,5.5,17.3%,18.0%,33.2%,19.8%,0.1,8.6%,high_earnings_yield,False,0,good,2026-03-31
34,97.5%,YELP,0.6,COMMUNICATION SERVICES,2B,27.1,28M,11.0,20.1%,9.1%,90.3%,12.6%,0.0,15.2%,high_fcf_yield,False,1,partial,2026-03-31
35,97.4%,FNF,0.6,FINANCIAL SERVICES,14B,52.3,90M,23.4,43.0%,4.3%,65.1%,9.8%,0.1,0.6%,high_fcf_yield,False,0,good,2026-03-31
36,97.3%,TMDX,0.6,HEALTHCARE,4B,100.8,142M,19.2,3.7%,5.2%,59.9%,17.9%,0.2,17.8%,low_ps,False,1,partial,2026-03-31
37,97.3%,IBKR,0.6,FINANCIAL SERVICES,36B,79.5,371M,36.2,44.2%,2.8%,89.8%,86.0%,0.0,0.5%,high_fcf_yield,False,0,good,2026-03-31
38,97.2%,PRG,0.6,INDUSTRIALS,1B,35.8,18M,10.0,22.2%,10.0%,84.9%,8.8%,-0.0,9.1%,high_fcf_yield,False,0,good,2026-03-31
39,97.1%,DPZ,0.5,CONSUMER CYCLICAL,11B,339.4,382M,19.1,5.9%,5.2%,40.0%,19.3%,0.1,33.4%,low_ps,False,0,good,2026-03-31
40,97.0%,HMN,0.5,FINANCIAL SERVICES,2B,44.5,9M,11.3,30.2%,8.8%,51.9%,29.5%,0.0,1.1%,high_fcf_yield,False,0,good,2026-03-31
41,97.0%,AUB,0.5,FINANCIAL SERVICES,5B,37.6,42M,19.5,41.4%,5.1%,60.9%,16.8%,3.5,0.7%,high_fcf_yield,False,0,good,2026-03-31
42,96.9%,VIRT,0.5,FINANCIAL SERVICES,4B,49.7,66M,9.1,24.4%,11.0%,58.9%,46.5%,0.0,2.3%,high_fcf_yield,False,0,good,2026-03-31
43,96.8%,DECK,0.5,CONSUMER CYCLICAL,15B,100.4,173M,14.2,6.3%,7.0%,57.5%,23.8%,0.1,25.4%,high_earnings_yield,False,1,partial,2026-03-01
44,96.7%,MET,0.5,FINANCIAL SERVICES,53B,80.1,255M,15.5,34.5%,6.4%,25.6%,6.1%,0.5,0.5%,high_fcf_yield,False,0,good,2026-03-31
45,96.7%,RGA,0.5,FINANCIAL SERVICES,14B,210.6,79M,11.9,29.1%,8.4%,16.8%,6.6%,0.0,0.8%,high_fcf_yield,False,0,good,2026-03-31
46,96.6%,ANF,0.5,CONSUMER CYCLICAL,4B,78.0,97M,7.2,10.4%,13.9%,58.6%,13.4%,0.3,14.3%,high_earnings_yield,False,0,good,2026-05-01
47,96.5%,DAVE,0.5,TECHNOLOGY,4B,272.0,151M,20.0,7.3%,5.0%,84.0%,8.0%,0.8,40.2%,low_ps,False,1,partial,2026-03-31
48,96.4%,SON,0.5,CONSUMER CYCLICAL,5B,49.4,88M,4.8,8.0%,20.7%,20.9%,8.4%,0.7,9.2%,high_earnings_yield,False,0,good,2026-03-31
49,96.4%,WU,0.5,FINANCIAL SERVICES,3B,9.1,91M,5.8,13.6%,17.3%,34.9%,19.0%,0.9,6.0%,high_earnings_yield,False,0,good,2026-03-31
50,96.3%,BAH,0.5,INDUSTRIALS,9B,77.0,98M,11.3,9.8%,8.8%,52.7%,9.2%,0.2,11.9%,high_earnings_yield,False,0,good,2026-03-01
51,96.2%,UFCS,0.5,FINANCIAL SERVICES,1B,40.3,5M,8.9,25.0%,11.2%,28.1%,10.7%,0.0,3.1%,high_fcf_yield,False,0,good,2026-03-31
52,96.1%,CGAU,0.5,BASIC MATERIALS,4B,17.4,33M,6.1,2.6%,16.5%,30.8%,37.7%,0.0,20.0%,high_earnings_yield,False,0,good,2026-03-31
53,96.0%,HPQ,0.5,TECHNOLOGY,21B,22.7,323M,8.4,13.6%,11.9%,20.1%,5.7%,0.4,6.0%,high_earnings_yield,False,0,good,2026-04-01
54,96.0%,M,0.5,CONSUMER CYCLICAL,5B,19.5,83M,8.4,19.6%,11.9%,36.5%,4.6%,0.0,4.0%,high_fcf_yield,False,0,good,2026-05-01
55,95.9%,RCL,0.5,CONSUMER CYCLICAL,71B,263.8,792M,16.7,1.7%,6.0%,46.8%,27.4%,0.9,10.3%,high_earnings_yield,False,0,good,2026-03-31
56,95.8%,BHP,0.5,BASIC MATERIALS,216B,84.7,182M,10.0,9.7%,10.0%,82.7%,41.0%,0.1,18.7%,high_earnings_yield,False,0,good,2026-03-01
57,95.7%,NU,0.5,FINANCIAL SERVICES,68B,13.8,492M,23.6,4.4%,4.2%,44.6%,24.5%,1.0,3.8%,low_pe,False,1,partial,2026-03-31
58,95.7%,MTN,0.5,CONSUMER CYCLICAL,5B,125.4,110M,19.5,6.4%,5.1%,59.1%,26.4%,0.2,4.1%,low_ps,False,0,good,2026-04-01
59,95.6%,ZTS,0.5,HEALTHCARE,35B,82.8,613M,13.1,6.5%,7.6%,70.5%,38.0%,0.0,17.3%,high_earnings_yield,False,0,good,2026-03-31
60,95.5%,APAM,0.5,FINANCIAL SERVICES,3B,37.4,28M,9.2,6.4%,10.9%,59.9%,34.2%,0.0,18.4%,high_earnings_yield,False,0,good,2026-03-31
61,95.4%,ADBE,0.5,TECHNOLOGY,113B,253.0,1B,15.6,9.2%,6.4%,89.1%,36.6%,0.2,24.3%,high_fcf_yield,False,1,partial,2026-04-29
62,95.4%,ACGL,0.5,FINANCIAL SERVICES,34B,94.5,224M,7.7,18.0%,12.9%,37.2%,25.0%,0.0,6.6%,high_fcf_yield,False,0,good,2026-03-31
63,95.3%,SBH,0.5,CONSUMER CYCLICAL,1B,14.0,19M,7.8,15.3%,12.8%,51.7%,8.2%,0.4,6.3%,high_fcf_yield,False,1,partial,2026-03-01
64,95.2%,KMPR,0.4,FINANCIAL SERVICES,2B,33.7,26M,13.8,28.0%,7.2%,10.8%,3.4%,0.1,1.1%,high_fcf_yield,False,0,good,2026-03-31
65,95.1%,TMHC,0.4,CONSUMER CYCLICAL,6B,60.7,78M,7.5,13.5%,13.3%,23.2%,14.1%,0.1,8.0%,high_earnings_yield,False,1,partial,2026-03-31
66,95.1%,BKE,0.4,CONSUMER CYCLICAL,3B,52.4,20M,12.7,7.7%,7.9%,49.0%,20.1%,0.3,21.2%,high_earnings_yield,False,0,good,2026-05-01
67,95.0%,SIGI,0.4,FINANCIAL SERVICES,5B,84.0,52M,10.9,23.5%,9.2%,34.2%,10.3%,0.0,3.3%,high_fcf_yield,False,0,good,2026-03-31
68,94.9%,MCY,0.4,FINANCIAL SERVICES,5B,97.3,22M,10.0,19.1%,10.0%,33.9%,11.1%,0.0,5.7%,high_fcf_yield,False,0,good,2026-03-31
69,94.8%,GCT,0.4,TECHNOLOGY,1B,40.2,37M,10.8,12.4%,9.3%,23.3%,11.2%,0.6,11.4%,high_fcf_yield,False,1,partial,2026-03-31
70,94.8%,WEN,0.4,CONSUMER CYCLICAL,1B,7.3,62M,8.4,17.4%,11.9%,27.2%,15.4%,0.3,3.3%,high_fcf_yield,False,0,good,2026-03-31
71,94.7%,INVA,0.4,HEALTHCARE,2B,23.0,13M,7.2,10.0%,13.9%,78.9%,-4.0%,0.0,16.6%,high_earnings_yield,True,0,good,2026-03-31
72,94.6%,NVR,0.4,CONSUMER CYCLICAL,18B,6315.9,146M,13.8,5.9%,7.2%,22.8%,16.5%,0.0,22.9%,high_earnings_yield,False,1,partial,2026-03-31
73,94.5%,PPC,0.4,CONSUMER DEFENSIVE,8B,33.1,47M,7.3,8.4%,13.7%,12.7%,8.7%,0.0,10.5%,high_earnings_yield,False,0,good,2026-03-31
74,94.5%,LULU,0.4,CONSUMER CYCLICAL,16B,131.2,472M,9.9,5.9%,10.1%,56.6%,19.8%,0.1,18.7%,high_earnings_yield,False,1,partial,2026-05-01
75,94.4%,EXEL,0.4,HEALTHCARE,12B,44.5,130M,15.2,7.2%,6.6%,96.4%,37.6%,0.0,27.5%,high_earnings_yield,False,1,partial,2026-03-31
76,94.3%,GEF,0.4,CONSUMER CYCLICAL,4B,68.1,14M,4.1,-4.4%,24.6%,22.7%,4.1%,1.2,17.1%,high_earnings_yield,False,0,good,2026-04-01
77,94.2%,MTG,0.4,FINANCIAL SERVICES,6B,26.3,64M,7.8,14.8%,12.9%,95.5%,76.5%,0.0,11.1%,high_earnings_yield,False,0,good,2026-03-31
78,94.1%,HOG,0.4,CONSUMER CYCLICAL,3B,23.9,83M,7.8,15.7%,12.8%,26.8%,8.7%,4.5,4.2%,high_fcf_yield,False,0,good,2026-03-31
79,94.1%,THC,0.4,HEALTHCARE,16B,177.1,318M,11.0,16.3%,9.1%,49.2%,16.5%,0.0,4.7%,high_fcf_yield,False,1,partial,2026-03-31
80,94.0%,APA,0.4,ENERGY,13B,35.6,270M,8.8,14.1%,11.4%,38.1%,30.9%,0.1,7.5%,high_fcf_yield,False,0,good,2026-03-31
81,93.9%,UHS,0.4,HEALTHCARE,10B,168.3,161M,7.0,8.0%,14.3%,90.4%,11.5%,0.6,9.3%,high_earnings_yield,False,0,good,2026-03-31
82,93.8%,SLGN,0.4,CONSUMER CYCLICAL,4B,40.5,32M,13.7,22.8%,7.3%,16.9%,9.8%,1.4,3.3%,high_fcf_yield,False,0,good,2026-03-31
83,93.8%,PGR,0.4,FINANCIAL SERVICES,118B,201.3,530M,10.4,14.6%,9.6%,26.5%,16.2%,0.0,9.2%,high_fcf_yield,False,0,good,2026-03-31
84,93.7%,TEN,0.4,ENERGY,1B,43.8,12M,8.1,15.4%,12.3%,35.3%,30.5%,0.9,4.1%,high_fcf_yield,False,0,good,2026-03-31
85,93.6%,FHI,0.4,FINANCIAL SERVICES,4B,57.7,51M,10.4,7.0%,9.6%,68.6%,28.5%,0.0,17.6%,high_earnings_yield,False,0,good,2026-03-31
86,93.5%,NMIH,0.4,FINANCIAL SERVICES,3B,38.7,21M,7.7,13.8%,13.0%,91.8%,70.8%,0.0,10.1%,high_earnings_yield,False,1,partial,2026-03-31
87,93.5%,KBH,0.4,CONSUMER CYCLICAL,3B,49.5,56M,8.9,15.8%,11.2%,17.9%,7.3%,1.1,5.3%,high_fcf_yield,False,0,good,2026-04-29
88,93.4%,CASH,0.4,FINANCIAL SERVICES,2B,86.8,19M,9.9,22.4%,10.1%,98.5%,31.9%,0.0,2.5%,high_fcf_yield,False,0,good,2026-03-01
89,93.3%,MO,0.4,CONSUMER DEFENSIVE,122B,72.7,670M,17.5,7.5%,5.7%,69.6%,47.4%,0.3,19.8%,high_fcf_yield,False,0,good,2026-03-31
90,93.2%,PEGA,0.4,TECHNOLOGY,7B,36.5,99M,16.6,7.5%,6.0%,75.9%,15.1%,0.0,24.1%,high_fcf_yield,False,0,good,2026-03-31
91,93.2%,G,0.4,TECHNOLOGY,6B,32.6,103M,10.2,13.0%,9.8%,36.0%,14.8%,0.9,9.5%,high_fcf_yield,False,0,good,2026-03-31
92,93.1%,MAS,0.4,INDUSTRIALS,15B,71.8,258M,18.0,6.0%,5.6%,35.4%,16.6%,0.0,15.6%,low_ps,False,0,good,2026-03-31
93,93.0%,FIZZ,0.4,CONSUMER DEFENSIVE,3B,35.1,7M,17.5,5.0%,5.7%,38.1%,20.5%,0.1,23.7%,high_earnings_yield,False,0,good,2026-04-01
94,92.9%,SLM,0.4,FINANCIAL SERVICES,5B,23.1,81M,6.1,12.6%,16.3%,53.1%,31.9%,1.0,2.5%,high_earnings_yield,False,0,good,2026-03-31
95,92.9%,PARR,0.4,ENERGY,3B,65.7,90M,8.8,9.9%,11.3%,18.1%,7.2%,0.4,9.1%,high_earnings_yield,False,1,partial,2026-03-31
96,92.8%,WYNN,0.4,CONSUMER CYCLICAL,11B,102.4,152M,32.5,6.5%,3.1%,39.2%,15.9%,0.0,2.4%,low_ps,False,0,good,2026-03-31
97,92.7%,MRX,0.4,FINANCIAL SERVICES,4B,56.5,58M,9.5,15.2%,10.6%,64.8%,30.0%,12.9,1.3%,high_fcf_yield,True,0,good,2026-03-31
98,92.6%,TOL,0.4,CONSUMER CYCLICAL,13B,137.9,131M,9.6,10.9%,10.4%,25.3%,15.3%,0.1,9.6%,high_earnings_yield,False,0,good,2026-04-01
99,92.6%,THG,0.4,FINANCIAL SERVICES,7B,187.7,51M,10.3,17.2%,9.7%,28.7%,12.8%,0.4,3.9%,high_fcf_yield,False,0,good,2026-03-31
100,92.5%,MLI,0.4,INDUSTRIALS,15B,135.4,103M,19.6,4.6%,5.1%,27.4%,21.4%,0.0,25.4%,high_earnings_yield,False,0,good,2026-03-31
101,92.4%,PRGS,0.4,TECHNOLOGY,1B,29.9,26M,15.0,20.2%,6.7%,78.7%,17.2%,2.2,3.5%,high_fcf_yield,False,0,good,2026-04-29
102,92.3%,SAFT,0.4,FINANCIAL SERVICES,1B,75.2,7M,11.0,17.6%,9.1%,36.4%,10.1%,0.4,4.0%,high_fcf_yield,False,0,good,2026-03-31
103,92.2%,UI,0.4,TECHNOLOGY,51B,842.1,115M,57.4,1.4%,1.7%,45.4%,35.1%,0.1,55.3%,low_ps,False,0,good,2026-03-01
104,92.2%,EAT,0.4,CONSUMER CYCLICAL,7B,152.2,215M,14.9,6.7%,6.7%,46.3%,10.3%,0.2,16.5%,low_ps,False,0,good,2026-03-01
105,92.1%,SAIC,0.4,TECHNOLOGY,4B,93.9,45M,11.9,13.4%,8.4%,12.0%,7.1%,0.1,6.7%,high_fcf_yield,False,0,good,2026-05-01
106,92.0%,PRU,0.4,FINANCIAL SERVICES,34B,98.1,251M,9.6,18.3%,10.4%,31.1%,7.6%,2.7,0.5%,high_fcf_yield,False,0,good,2026-03-31
107,91.9%,GRBK,0.4,CONSUMER CYCLICAL,3B,67.4,12M,9.4,7.1%,10.7%,30.5%,19.5%,0.1,12.3%,high_earnings_yield,False,1,partial,2026-03-31
108,91.9%,PYPL,0.3,FINANCIAL SERVICES,46B,50.1,704M,8.8,12.1%,11.3%,46.6%,18.3%,0.4,6.5%,high_earnings_yield,False,0,good,2026-03-31
109,91.8%,MD,0.3,HEALTHCARE,2B,22.5,18M,11.3,13.5%,8.8%,25.5%,11.2%,0.2,7.4%,high_fcf_yield,False,1,partial,2026-03-31
110,91.7%,PM,0.3,CONSUMER DEFENSIVE,258B,165.1,780M,22.7,4.1%,4.4%,67.1%,36.7%,0.4,16.4%,low_ps,False,0,good,2026-03-31
111,91.6%,CTSH,0.3,TECHNOLOGY,25B,52.9,375M,11.3,10.3%,8.8%,33.1%,16.1%,0.1,10.8%,high_earnings_yield,False,0,good,2026-03-31
112,91.6%,PPG,0.3,BASIC MATERIALS,24B,108.5,238M,15.4,4.8%,6.5%,40.5%,12.7%,0.6,19.8%,low_ps,False,0,good,2026-03-31
113,91.5%,SIG,0.3,CONSUMER CYCLICAL,4B,87.3,69M,12.2,14.6%,8.2%,39.6%,7.7%,0.4,4.9%,high_fcf_yield,False,0,good,2026-05-01
114,91.4%,TNL,0.3,CONSUMER CYCLICAL,4B,64.7,75M,18.1,19.5%,5.5%,41.3%,15.3%,1.4,3.4%,high_fcf_yield,False,0,good,2026-03-31
115,91.3%,ABR,0.3,REAL ESTATE,2B,7.2,26M,10.3,18.6%,9.7%,92.1%,71.1%,5.9,1.0%,high_fcf_yield,False,0,good,2026-03-31
116,91.3%,GIII,0.3,CONSUMER CYCLICAL,1B,31.8,12M,19.9,19.7%,5.0%,38.4%,5.3%,0.4,2.6%,high_fcf_yield,False,0,good,2026-05-01
117,91.2%,OII,0.3,ENERGY,4B,37.5,48M,10.7,5.6%,9.4%,20.4%,10.9%,0.0,13.3%,high_earnings_yield,False,0,good,2026-03-31
118,91.1%,HIG,0.3,FINANCIAL SERVICES,39B,136.8,211M,10.1,14.9%,9.9%,46.2%,16.8%,0.0,4.5%,high_fcf_yield,False,0,good,2026-03-31
119,91.0%,ACAD,0.3,HEALTHCARE,4B,22.4,44M,9.9,-2.4%,10.1%,91.7%,9.8%,0.1,25.0%,high_earnings_yield,False,1,partial,2026-03-31
120,91.0%,GAP,0.3,CONSUMER CYCLICAL,9B,23.4,144M,11.0,10.9%,9.1%,40.8%,7.3%,0.4,6.5%,high_fcf_yield,False,0,good,2026-05-01
121,90.9%,GBX,0.3,INDUSTRIALS,2B,50.5,19M,11.0,14.0%,9.1%,16.0%,8.3%,0.2,3.4%,high_fcf_yield,False,0,good,2026-04-29
122,90.8%,ACN,0.3,TECHNOLOGY,114B,180.4,941M,14.8,11.0%,6.8%,32.0%,14.8%,0.1,11.5%,high_fcf_yield,False,0,good,2026-04-29
123,90.7%,SKYW,0.3,INDUSTRIALS,3B,82.1,36M,7.8,8.6%,12.8%,33.5%,15.2%,1.1,5.8%,high_earnings_yield,False,0,good,2026-03-31
124,90.7%,QLYS,0.3,TECHNOLOGY,3B,86.9,80M,15.6,9.8%,6.4%,82.8%,33.2%,0.0,18.1%,high_fcf_yield,False,1,partial,2026-03-31
125,90.6%,ESNT,0.3,FINANCIAL SERVICES,6B,63.1,44M,8.7,14.2%,11.6%,88.3%,64.1%,0.0,9.3%,high_fcf_yield,False,0,good,2026-03-31
126,90.5%,BBY,0.3,CONSUMER CYCLICAL,13B,59.4,195M,11.8,10.0%,8.5%,22.5%,3.3%,0.3,7.3%,low_ps,False,0,good,2026-05-01
127,90.4%,PHM,0.3,CONSUMER CYCLICAL,24B,122.4,234M,10.7,7.4%,9.4%,26.8%,17.3%,0.2,12.3%,high_earnings_yield,False,0,good,2026-03-31
128,90.3%,TROW,0.3,FINANCIAL SERVICES,23B,102.9,212M,11.0,8.5%,9.1%,62.7%,29.9%,0.0,14.3%,high_earnings_yield,False,0,good,2026-03-31
129,90.3%,MTCH,0.3,COMMUNICATION SERVICES,10B,37.4,146M,16.0,10.4%,6.2%,72.8%,25.0%,0.8,13.8%,high_fcf_yield,False,0,good,2026-03-31
130,90.2%,PTCT,0.3,HEALTHCARE,6B,73.7,100M,8.9,11.5%,11.2%,91.0%,49.5%,1.0,23.4%,high_earnings_yield,False,1,partial,2026-03-31
131,90.1%,GNTX,0.3,CONSUMER CYCLICAL,5B,23.1,57M,12.9,9.3%,7.8%,34.2%,18.8%,0.0,13.1%,high_fcf_yield,False,0,good,2026-03-31
132,90.0%,WSM,0.3,CONSUMER CYCLICAL,22B,182.1,197M,20.2,4.8%,4.9%,46.2%,18.1%,0.1,20.1%,low_ps,False,0,good,2026-05-01
133,90.0%,T,0.3,COMMUNICATION SERVICES,184B,26.1,922M,8.4,10.6%,11.9%,46.8%,18.8%,0.3,5.2%,high_earnings_yield,False,0,good,2026-03-31
134,89.9%,ABG,0.3,CONSUMER CYCLICAL,4B,203.7,70M,11.0,15.2%,9.1%,16.9%,5.4%,5.2,3.0%,high_fcf_yield,False,0,good,2026-03-31
135,89.8%,DAL,0.3,INDUSTRIALS,44B,68.0,586M,8.9,8.7%,11.3%,24.5%,9.2%,0.5,6.2%,high_earnings_yield,False,0,good,2026-03-31
136,89.7%,SOLV,0.3,HEALTHCARE,12B,67.4,89M,7.6,-0.1%,13.2%,53.5%,26.2%,0.2,10.9%,high_earnings_yield,False,1,partial,2026-03-31
137,89.7%,OZK,0.3,FINANCIAL SERVICES,5B,48.2,59M,7.5,13.6%,13.3%,55.4%,33.3%,0.4,1.8%,high_earnings_yield,False,0,good,2026-03-31
138,89.6%,AOS,0.3,INDUSTRIALS,9B,61.8,118M,15.8,6.3%,6.3%,38.8%,19.0%,0.1,17.4%,high_earnings_yield,False,0,good,2026-03-31
139,89.5%,INCY,0.3,HEALTHCARE,20B,95.3,138M,15.3,6.9%,6.5%,91.8%,26.4%,0.0,18.5%,high_earnings_yield,False,1,partial,2026-03-31
140,89.4%,FISV,0.3,TECHNOLOGY,34B,62.6,362M,9.6,12.9%,10.4%,59.4%,26.9%,0.2,4.3%,high_fcf_yield,False,1,partial,2026-03-31
141,89.4%,UPBD,0.3,TECHNOLOGY,1B,19.8,17M,15.8,17.9%,6.3%,44.8%,4.8%,0.1,2.2%,high_fcf_yield,False,0,good,2026-03-31
142,89.3%,CLX,0.3,CONSUMER DEFENSIVE,12B,96.4,357M,15.6,6.6%,6.4%,44.0%,15.2%,0.5,13.5%,low_ps,False,0,good,2026-03-01
143,89.2%,GIS,0.3,CONSUMER DEFENSIVE,19B,34.7,289M,8.5,8.8%,11.8%,33.0%,19.1%,2.0,6.8%,high_earnings_yield,False,0,good,2026-04-29
144,89.1%,ECPG,0.3,FINANCIAL SERVICES,2B,82.8,30M,7.2,6.9%,13.9%,74.1%,35.4%,0.0,4.8%,high_earnings_yield,False,1,partial,2026-03-31
145,89.1%,HCA,0.3,HEALTHCARE,98B,434.4,539M,14.5,7.8%,6.9%,41.5%,15.8%,0.6,11.2%,low_ps,False,0,good,2026-03-31
146,89.0%,TDW,0.3,ENERGY,4B,89.3,77M,13.2,8.0%,7.6%,29.8%,21.1%,0.0,14.0%,high_earnings_yield,False,0,good,2026-03-31
147,88.9%,LDOS,0.3,TECHNOLOGY,19B,149.2,164M,13.1,8.5%,7.6%,17.7%,12.3%,0.1,10.8%,high_earnings_yield,False,0,good,2026-03-31
148,88.8%,FLO,0.3,CONSUMER DEFENSIVE,2B,8.4,41M,21.3,18.4%,4.7%,48.1%,6.0%,2.5,2.0%,high_fcf_yield,False,0,good,2026-03-31
149,88.8%,SEIC,0.3,FINANCIAL SERVICES,11B,90.7,100M,15.8,5.0%,6.3%,59.2%,27.3%,0.0,21.9%,high_earnings_yield,False,0,good,2026-03-31
150,88.7%,UAL,0.3,INDUSTRIALS,29B,90.0,704M,8.8,8.7%,11.4%,64.1%,8.0%,1.3,4.4%,high_earnings_yield,False,0,good,2026-03-31
