# portfolio: rf_vw_gr_top_n_10
# run_date: 2026-05-18
# scoring: composite
# universe_size: 986
# regime: REDUCED 50% (SPY 12m=+26.6% > 25%)
# regime_exposure: 50%
rank,percentile,ticker,company_name,score,sector,market_cap,price,liquidity,pe_ratio,fcf_yield,earnings_yield,ttm_gross_margin,ttm_operating_margin,debt_to_ebitda,roa,top_factor,value_trap,missing_factor_count,data_quality,feature_available_date,weight_pct,alloc_pct
29,96.9%,TPC,Tutor Perini Corporation,0.5,INDUSTRIALS,5B,92.9,48M,62.1,11.4%,1.6%,11.7%,4.2%,0.1,1.6%,high_fcf_yield,False,0,good,2026-03-31,,
30,96.7%,GDDY,Godaddy Inc,0.5,TECHNOLOGY,12B,86.8,193M,13.3,13.5%,7.5%,61.6%,22.9%,0.0,10.9%,high_fcf_yield,False,1,partial,2026-03-31,,
31,96.6%,KGC,Kinross Gold Corporation,0.5,BASIC MATERIALS,37B,30.2,254M,15.2,7.0%,6.6%,49.3%,43.8%,0.0,19.4%,high_earnings_yield,False,0,good,2026-03-31,,
32,96.5%,MU,Micron Technology Inc,0.5,TECHNOLOGY,851B,746.8,23B,35.3,1.3%,2.8%,58.4%,48.5%,0.0,23.8%,low_ps,False,0,good,2026-04-29,,
33,96.4%,TNL,Travel + Leisure Co,0.5,CONSUMER CYCLICAL,4B,64.7,75M,18.1,19.5%,5.5%,41.3%,15.3%,1.4,3.4%,high_fcf_yield,False,0,good,2026-03-31,,
34,96.3%,RSI,Rush Street Interactive Inc,0.5,CONSUMER CYCLICAL,3B,28.1,62M,90.1,4.9%,1.1%,34.6%,7.7%,0.0,5.1%,low_ps,False,1,partial,2026-03-31,,
35,96.2%,IAG,IAMGold Corporation,0.4,BASIC MATERIALS,10B,16.9,135M,14.9,8.2%,6.7%,42.1%,38.4%,0.0,10.6%,high_fcf_yield,False,0,good,2026-03-31,,
36,96.1%,NCLH,Norwegian Cruise Line Holdings Ltd,0.4,CONSUMER CYCLICAL,8B,18.2,439M,20.0,-13.8%,5.0%,42.6%,15.9%,0.7,1.9%,high_fcf_yield,False,1,partial,2026-03-31,,
37,96.0%,DPZ,Domino's Pizza Inc Common Stock,0.4,CONSUMER CYCLICAL,11B,339.4,382M,19.1,5.9%,5.2%,40.0%,19.3%,0.1,33.4%,high_earnings_yield,False,0,good,2026-03-31,,
38,95.9%,SLGN,Silgan Holdings Inc,0.4,CONSUMER CYCLICAL,4B,40.5,32M,13.7,22.8%,7.3%,16.9%,9.8%,1.4,3.3%,high_fcf_yield,False,0,good,2026-03-31,,
39,95.8%,LEG,Leggett & Platt Incorporated,0.4,CONSUMER CYCLICAL,1B,10.1,37M,6.0,19.8%,16.6%,18.2%,5.9%,0.1,6.7%,high_fcf_yield,False,0,good,2026-03-31,,
40,95.7%,THC,Tenet Healthcare Corporation,0.4,HEALTHCARE,16B,177.1,318M,11.0,16.3%,9.1%,49.2%,16.5%,0.0,4.7%,high_fcf_yield,False,1,partial,2026-03-31,,
41,95.6%,WDC,Western Digital Corporation,0.4,TECHNOLOGY,163B,434.5,3B,42.9,1.4%,2.3%,42.7%,29.8%,1.0,24.4%,low_ps,False,0,good,2026-03-01,,
42,95.5%,MANH,Manhattan Associates Inc,0.4,TECHNOLOGY,8B,137.9,115M,37.6,4.5%,2.7%,55.9%,25.9%,0.0,26.2%,low_ps,False,1,partial,2026-03-31,,
43,95.4%,M,Macy’s Inc,0.4,CONSUMER CYCLICAL,5B,19.5,83M,8.4,19.6%,11.9%,36.5%,4.6%,0.0,4.0%,high_fcf_yield,False,0,good,2026-05-01,,
44,95.3%,HRB,H&R Block Inc,0.4,CONSUMER CYCLICAL,4B,31.7,87M,6.7,12.8%,14.9%,54.7%,25.2%,0.2,20.9%,high_earnings_yield,False,0,good,2026-03-01,,
45,95.2%,CDE,Coeur Mining Inc,0.4,BASIC MATERIALS,12B,18.0,355M,20.0,5.7%,5.0%,50.6%,35.0%,0.0,12.5%,high_earnings_yield,False,1,partial,2026-03-31,,
46,95.1%,AU,AngloGold Ashanti plc,0.4,BASIC MATERIALS,54B,107.0,229M,20.7,5.7%,4.8%,48.3%,43.3%,0.0,17.5%,high_fcf_yield,False,0,good,2026-03-31,,
47,95.0%,TEN,Tsakos Energy Navigation Limited,0.4,ENERGY,1B,43.8,12M,8.1,15.4%,12.3%,35.3%,30.5%,0.9,4.1%,high_fcf_yield,False,0,good,2026-03-31,,
48,95.0%,DVN,Devon Energy Corporation,0.4,ENERGY,32B,51.4,691M,12.1,9.5%,8.3%,22.7%,19.8%,0.3,8.4%,high_fcf_yield,False,0,good,2026-03-31,,
49,94.9%,SBH,Sally Beauty Holdings Inc,0.4,CONSUMER CYCLICAL,1B,14.0,19M,7.8,15.3%,12.8%,51.7%,8.2%,0.4,6.3%,high_fcf_yield,False,1,partial,2026-03-01,,
50,94.8%,TMDX,TransMedics Group Inc,0.4,HEALTHCARE,4B,100.8,142M,19.2,3.7%,5.2%,59.9%,17.9%,0.2,17.8%,high_earnings_yield,False,1,partial,2026-03-31,,
51,94.7%,ADBE,Adobe Systems Incorporated,0.4,TECHNOLOGY,113B,253.0,1B,15.6,9.2%,6.4%,89.1%,36.6%,0.2,24.3%,high_fcf_yield,False,1,partial,2026-04-29,,
52,94.6%,CF,CF Industries Holdings Inc,0.4,BASIC MATERIALS,19B,124.2,401M,13.2,9.4%,7.6%,41.3%,36.6%,0.0,10.3%,high_fcf_yield,False,0,good,2026-03-31,,
53,94.5%,ARIS,Aris Mining Corporation,0.4,BASIC MATERIALS,4B,17.9,23M,46.2,2.1%,2.2%,47.7%,39.6%,0.3,3.1%,high_fcf_yield,False,0,good,2026-03-31,,
54,94.4%,ANF,Abercrombie & Fitch Company,0.3,CONSUMER CYCLICAL,4B,78.0,97M,7.2,10.4%,13.9%,58.6%,13.4%,0.3,14.3%,high_earnings_yield,False,0,good,2026-05-01,,
55,94.3%,BKNG,Booking Holdings Inc,0.3,CONSUMER CYCLICAL,134B,168.4,1B,24.7,6.8%,4.0%,100.0%,34.5%,0.4,18.5%,high_div_yield,False,0,good,2026-03-31,,
56,94.2%,BKE,Buckle Inc,0.3,CONSUMER CYCLICAL,3B,52.4,20M,12.7,7.7%,7.9%,49.0%,20.1%,0.3,21.2%,high_earnings_yield,False,0,good,2026-05-01,,
57,94.1%,HCA,HCA Holdings Inc,0.3,HEALTHCARE,98B,434.4,539M,14.5,7.8%,6.9%,41.5%,15.8%,0.6,11.2%,high_fcf_yield,False,0,good,2026-03-31,,
58,94.0%,ERO,Ero Copper Corp,0.3,BASIC MATERIALS,3B,25.9,32M,10.2,3.9%,9.8%,43.9%,34.3%,0.2,13.8%,high_earnings_yield,False,1,partial,2026-03-31,,
59,93.9%,AZZ,AZZ Incorporated,0.3,INDUSTRIALS,4B,143.0,31M,13.6,7.5%,7.4%,23.9%,16.0%,0.0,14.3%,high_earnings_yield,False,0,good,2026-04-29,,
60,93.8%,RCL,Royal Caribbean Cruises Ltd,0.3,CONSUMER CYCLICAL,71B,263.8,792M,16.7,1.7%,6.0%,46.8%,27.4%,0.9,10.3%,high_earnings_yield,False,0,good,2026-03-31,,
61,93.7%,EAT,Brinker International Inc,0.3,CONSUMER CYCLICAL,7B,152.2,215M,14.9,6.7%,6.7%,46.3%,10.3%,0.2,16.5%,high_earnings_yield,False,0,good,2026-03-01,,
62,93.6%,MTCH,Match Group Inc,0.3,COMMUNICATION SERVICES,10B,37.4,146M,16.0,10.4%,6.2%,72.8%,25.0%,0.8,13.8%,high_fcf_yield,False,0,good,2026-03-31,,
63,93.5%,CAH,Cardinal Health Inc,0.3,HEALTHCARE,46B,192.9,430M,27.3,12.1%,3.7%,3.6%,1.0%,0.4,2.9%,high_fcf_yield,False,0,good,2026-03-01,,
64,93.4%,MO,Altria Group,0.3,CONSUMER DEFENSIVE,122B,72.7,670M,17.5,7.5%,5.7%,69.6%,47.4%,0.3,19.8%,high_fcf_yield,False,0,good,2026-03-31,,
65,93.3%,HCSG,Healthcare Services Group Inc,0.3,HEALTHCARE,2B,21.4,17M,25.8,9.1%,3.9%,13.3%,3.0%,0.1,7.3%,high_fcf_yield,False,0,good,2026-03-31,,
66,93.2%,PEGA,Pegasystems Inc,0.3,TECHNOLOGY,7B,36.5,99M,16.6,7.5%,6.0%,75.9%,15.1%,0.0,24.1%,high_fcf_yield,False,0,good,2026-03-31,,
67,93.1%,MD,Mednax Inc,0.3,HEALTHCARE,2B,22.5,18M,11.3,13.5%,8.8%,25.5%,11.2%,0.2,7.4%,high_fcf_yield,False,1,partial,2026-03-31,,
68,93.0%,KNSA,Kiniksa Pharmaceuticals Ltd,0.3,HEALTHCARE,4B,53.8,48M,75.1,3.1%,1.3%,54.6%,11.4%,0.0,7.7%,low_ps,False,1,partial,2026-03-31,,
69,92.9%,TDC,Teradata Corp,0.3,TECHNOLOGY,3B,26.4,65M,19.6,11.2%,5.1%,59.5%,12.4%,0.4,7.3%,high_fcf_yield,False,0,good,2026-03-31,,
70,92.8%,MYRG,MYR Group Inc,0.3,INDUSTRIALS,6B,404.8,128M,53.6,3.7%,1.9%,11.5%,4.4%,0.1,7.2%,low_ps,False,1,partial,2026-03-31,,
71,92.7%,FIX,Comfort Systems USA Inc,0.3,INDUSTRIALS,65B,1840.2,761M,63.4,1.6%,1.6%,24.1%,14.4%,0.0,15.9%,low_ps,False,0,good,2026-03-31,,
72,92.6%,MTDR,Matador Resources Company,0.3,ENERGY,8B,63.0,103M,10.2,3.1%,9.8%,88.8%,33.2%,0.0,6.4%,high_earnings_yield,False,0,good,2026-03-31,,
73,92.5%,QLYS,Qualys Inc,0.3,TECHNOLOGY,3B,86.9,80M,15.6,9.8%,6.4%,82.8%,33.2%,0.0,18.1%,high_fcf_yield,False,1,partial,2026-03-31,,
74,92.4%,WYNN,Wynn Resorts Limited,0.3,CONSUMER CYCLICAL,11B,102.4,152M,32.5,6.5%,3.1%,39.2%,15.9%,0.0,2.4%,low_ps,False,0,good,2026-03-31,,
75,92.3%,GIII,G-III Apparel Group Ltd,0.3,CONSUMER CYCLICAL,1B,31.8,12M,19.9,19.7%,5.0%,38.4%,5.3%,0.4,2.6%,high_fcf_yield,False,0,good,2026-05-01,,
76,92.2%,MTN,Vail Resorts Inc,0.3,CONSUMER CYCLICAL,5B,125.4,110M,19.5,6.4%,5.1%,59.1%,26.4%,0.2,4.1%,low_ps,False,0,good,2026-04-01,,
77,92.1%,GM,General Motors Company,0.3,CONSUMER CYCLICAL,71B,76.9,527M,26.2,15.7%,3.8%,6.3%,1.6%,4.1,1.0%,high_fcf_yield,False,0,good,2026-03-31,,
78,92.0%,SMG,Scotts Miracle-Gro Company,0.3,BASIC MATERIALS,4B,62.7,66M,41.3,9.7%,2.4%,31.0%,11.7%,1.2,3.0%,high_fcf_yield,False,0,good,2026-03-01,,
79,91.9%,DLX,Deluxe Corporation,0.3,INDUSTRIALS,1B,31.1,13M,16.9,12.2%,5.9%,53.0%,11.1%,0.1,3.0%,high_fcf_yield,False,0,good,2026-03-31,,
80,91.8%,TPR,Tapestry Inc,0.3,CONSUMER CYCLICAL,28B,133.5,314M,53.2,6.0%,1.9%,76.0%,9.5%,0.4,8.0%,high_fcf_yield,False,0,good,2026-03-01,,
81,91.7%,DELL,Dell Technologies Inc,0.3,TECHNOLOGY,175B,260.5,1B,29.4,4.9%,3.4%,20.1%,7.2%,1.7,5.9%,low_ps,False,0,good,2026-05-01,,
82,91.6%,SIG,Signet Jewelers Ltd,0.3,CONSUMER CYCLICAL,4B,87.3,69M,12.2,14.6%,8.2%,39.6%,7.7%,0.4,4.9%,high_fcf_yield,False,0,good,2026-05-01,,
83,91.5%,SAM,Boston Beer Company Inc,0.3,CONSUMER DEFENSIVE,2B,237.0,58M,22.9,8.7%,4.4%,45.6%,6.9%,0.0,9.1%,high_fcf_yield,False,1,partial,2026-03-31,,
84,91.4%,UPBD,Upbound Group Inc.,0.3,TECHNOLOGY,1B,19.8,17M,15.8,17.9%,6.3%,44.8%,4.8%,0.1,2.2%,high_fcf_yield,False,0,good,2026-03-31,,
85,91.3%,SM,SM Energy Co,0.3,ENERGY,4B,31.0,125M,5.5,-6.8%,18.2%,31.9%,26.1%,0.2,7.0%,high_earnings_yield,False,0,good,2026-03-31,,
86,91.2%,CRUS,Cirrus Logic Inc,0.3,TECHNOLOGY,9B,163.1,122M,21.1,7.2%,4.7%,52.9%,23.1%,0.0,16.4%,high_fcf_yield,False,1,partial,2026-03-01,,
87,91.1%,HPQ,HP Inc,0.3,TECHNOLOGY,21B,22.7,323M,8.4,13.6%,11.9%,20.1%,5.7%,0.4,6.0%,high_fcf_yield,False,0,good,2026-04-01,,
88,91.0%,CBT,Cabot Corporation,0.3,BASIC MATERIALS,4B,77.0,29M,12.9,10.0%,7.7%,25.4%,16.5%,0.7,8.3%,high_fcf_yield,False,0,good,2026-03-01,,
89,90.9%,UAL,United Airlines Holdings Inc,0.3,INDUSTRIALS,29B,90.0,704M,8.8,8.7%,11.4%,64.1%,8.0%,1.3,4.4%,high_earnings_yield,False,0,good,2026-03-31,,
90,90.8%,ZD,Ziff Davis Inc,0.3,COMMUNICATION SERVICES,2B,41.0,26M,32.6,18.7%,3.1%,77.8%,13.2%,0.9,1.3%,high_fcf_yield,False,0,good,2026-03-31,,
91,90.7%,BAH,Booz Allen Hamilton Holding,0.3,INDUSTRIALS,9B,77.0,98M,11.3,9.8%,8.8%,52.7%,9.2%,0.2,11.9%,high_fcf_yield,False,0,good,2026-03-01,,
92,90.6%,EXEL,Exelixis Inc,0.3,HEALTHCARE,12B,44.5,130M,15.2,7.2%,6.6%,96.4%,37.6%,0.0,27.5%,high_fcf_yield,False,1,partial,2026-03-31,,
93,90.5%,SKYW,SkyWest Inc,0.3,INDUSTRIALS,3B,82.1,36M,7.8,8.6%,12.8%,33.5%,15.2%,1.1,5.8%,high_earnings_yield,False,0,good,2026-03-31,,
94,90.4%,PBI,Pitney Bowes Inc,0.3,INDUSTRIALS,2B,15.5,64M,16.8,13.5%,5.9%,54.1%,20.4%,0.2,4.6%,high_fcf_yield,False,0,good,2026-03-31,,
95,90.3%,CGAU,Centerra Gold Inc,0.3,BASIC MATERIALS,4B,17.4,33M,6.1,2.6%,16.5%,30.8%,37.7%,0.0,20.0%,high_earnings_yield,False,0,good,2026-03-31,,
96,90.2%,DAL,Delta Air Lines Inc,0.3,INDUSTRIALS,44B,68.0,586M,8.9,8.7%,11.3%,24.5%,9.2%,0.5,6.2%,high_earnings_yield,False,0,good,2026-03-31,,
97,90.1%,ADM,Archer-Daniels-Midland Company,0.3,CONSUMER DEFENSIVE,36B,74.5,300M,33.4,11.7%,3.0%,5.8%,1.3%,0.7,3.1%,high_fcf_yield,False,0,good,2026-03-31,,
98,90.0%,STRL,Sterling Construction Company Inc,0.3,INDUSTRIALS,16B,515.6,418M,55.2,2.3%,1.8%,22.7%,16.3%,0.1,11.0%,low_ps,False,1,partial,2026-03-31,,
99,89.9%,TDW,Tidewater Inc,0.3,ENERGY,4B,89.3,77M,13.2,8.0%,7.6%,29.8%,21.1%,0.0,14.0%,high_earnings_yield,False,0,good,2026-03-31,,
100,89.8%,GBX,Greenbrier Companies Inc,0.3,INDUSTRIALS,2B,50.5,19M,11.0,14.0%,9.1%,16.0%,8.3%,0.2,3.4%,high_fcf_yield,False,0,good,2026-04-29,,
101,89.7%,SAH,Sonic Automotive Inc,0.3,CONSUMER CYCLICAL,3B,78.8,18M,22.6,15.9%,4.4%,14.6%,3.6%,7.6,2.0%,high_fcf_yield,False,0,good,2026-03-31,,
102,89.6%,BWA,BorgWarner Inc,0.3,CONSUMER CYCLICAL,12B,57.0,130M,42.8,9.8%,2.3%,18.7%,9.5%,0.0,2.0%,high_fcf_yield,False,0,good,2026-03-31,,
103,89.5%,GNTX,Gentex Corporation,0.3,CONSUMER CYCLICAL,5B,23.1,57M,12.9,9.3%,7.8%,34.2%,18.8%,0.0,13.1%,high_fcf_yield,False,0,good,2026-03-31,,
104,89.4%,PACS,"PACS Group, Inc.",0.3,HEALTHCARE,5B,33.6,24M,27.5,6.4%,3.6%,18.4%,5.9%,0.4,3.4%,low_ps,False,1,partial,2026-03-31,,
105,89.3%,DECK,Deckers Outdoor Corporation,0.2,CONSUMER CYCLICAL,15B,100.4,173M,14.2,6.3%,7.0%,57.5%,23.8%,0.1,25.4%,high_earnings_yield,False,1,partial,2026-03-01,,
106,89.2%,HOG,Harley-Davidson Inc,0.2,CONSUMER CYCLICAL,3B,23.9,83M,7.8,15.7%,12.8%,26.8%,8.7%,4.5,4.2%,high_fcf_yield,False,0,good,2026-03-31,,
107,89.1%,DG,Dollar General Corporation,0.2,CONSUMER DEFENSIVE,25B,113.3,325M,16.6,12.3%,6.0%,30.7%,5.2%,0.5,4.9%,high_fcf_yield,False,0,good,2026-05-01,,
108,89.0%,TMHC,Taylor Morn Home,0.2,CONSUMER CYCLICAL,6B,60.7,78M,7.5,13.5%,13.3%,23.2%,14.1%,0.1,8.0%,high_fcf_yield,False,1,partial,2026-03-31,,
109,88.9%,STX,Seagate Technology PLC,0.2,TECHNOLOGY,154B,673.6,3B,78.3,1.1%,1.3%,38.6%,25.4%,0.7,22.6%,low_ps,False,0,good,2026-03-01,,
110,88.8%,ALKS,Alkermes Plc,0.2,HEALTHCARE,6B,33.7,64M,23.2,8.6%,4.3%,86.7%,17.2%,0.0,9.6%,high_fcf_yield,False,1,partial,2026-03-31,,
111,88.7%,SON,Sonoco Products Company,0.2,CONSUMER CYCLICAL,5B,49.4,88M,4.8,8.0%,20.7%,20.9%,8.4%,0.7,9.2%,high_earnings_yield,False,0,good,2026-03-31,,
112,88.6%,STNG,Scorpio Tankers Inc,0.2,ENERGY,4B,84.4,93M,12.1,10.0%,8.3%,46.2%,33.0%,0.0,8.8%,high_fcf_yield,False,0,good,2026-03-31,,
113,88.5%,QCOM,Qualcomm Incorporated,0.2,TECHNOLOGY,193B,179.6,4B,35.9,6.7%,2.8%,55.1%,27.1%,0.0,10.1%,high_fcf_yield,False,0,good,2026-03-01,,
114,88.4%,EXPE,Expedia Group Inc.,0.2,CONSUMER CYCLICAL,28B,230.0,414M,21.7,10.4%,4.6%,88.6%,12.9%,1.2,5.3%,high_fcf_yield,False,0,good,2026-03-31,,
115,88.3%,META,Meta Platforms Inc.,0.2,COMMUNICATION SERVICES,1.6T,611.9,10B,26.0,2.9%,3.9%,82.0%,41.4%,0.0,16.5%,low_ps,False,0,good,2026-03-31,,
116,88.2%,DVA,DaVita HealthCare Partners Inc,0.2,HEALTHCARE,11B,155.1,156M,14.3,12.3%,7.0%,30.9%,14.9%,0.2,4.3%,high_fcf_yield,False,1,partial,2026-03-31,,
117,88.1%,GAP,"The Gap, Inc.",0.2,CONSUMER CYCLICAL,9B,23.4,144M,11.0,10.9%,9.1%,40.8%,7.3%,0.4,6.5%,high_fcf_yield,False,0,good,2026-05-01,,
118,88.0%,NEM,Newmont Goldcorp Corp,0.2,BASIC MATERIALS,121B,111.1,839M,17.0,4.9%,5.9%,49.8%,46.9%,0.0,12.4%,high_earnings_yield,False,0,good,2026-03-31,,
119,87.9%,PPC,Pilgrims Pride Corp,0.2,CONSUMER DEFENSIVE,8B,33.1,47M,7.3,8.4%,13.7%,12.7%,8.7%,0.0,10.5%,high_earnings_yield,False,0,good,2026-03-31,,
120,87.8%,CL,Colgate-Palmolive Company,0.2,CONSUMER DEFENSIVE,69B,85.4,460M,32.2,5.3%,3.1%,60.1%,21.3%,0.6,13.0%,high_fcf_yield,False,0,good,2026-03-31,,
121,87.7%,MAS,Masco Corporation,0.2,INDUSTRIALS,15B,71.8,258M,18.0,6.0%,5.6%,35.4%,16.6%,0.0,15.6%,low_ps,False,0,good,2026-03-31,,
122,87.6%,T,AT&T Inc.,0.2,COMMUNICATION SERVICES,184B,26.1,922M,8.4,10.6%,11.9%,46.8%,18.8%,0.3,5.2%,high_earnings_yield,False,0,good,2026-03-31,,
123,87.5%,FTI,TechnipFMC PLC,0.2,ENERGY,31B,75.6,287M,32.1,4.7%,3.1%,21.8%,13.8%,0.1,9.5%,high_div_yield,False,0,good,2026-03-31,,
124,87.4%,RELY,Remitly Global Inc,0.2,TECHNOLOGY,5B,21.9,101M,69.9,6.1%,1.4%,59.4%,4.8%,0.1,4.7%,high_fcf_yield,False,1,partial,2026-03-31,,
125,87.3%,UHS,Universal Health Services Inc,0.2,HEALTHCARE,10B,168.3,161M,7.0,8.0%,14.3%,90.4%,11.5%,0.6,9.3%,high_earnings_yield,False,0,good,2026-03-31,,
126,87.1%,WEN,The Wendy’s Co,0.2,CONSUMER CYCLICAL,1B,7.3,62M,8.4,17.4%,11.9%,27.2%,15.4%,0.3,3.3%,high_fcf_yield,False,0,good,2026-03-31,,
127,87.0%,TTMI,TTM Technologies Inc,0.2,TECHNOLOGY,17B,158.2,351M,95.5,-0.0%,1.0%,20.3%,9.0%,0.0,4.6%,high_fcf_yield,False,1,partial,2026-03-31,,
128,86.9%,APP,Applovin Corp,0.2,COMMUNICATION SERVICES,151B,446.4,2B,45.4,2.6%,2.2%,86.5%,68.5%,0.0,45.9%,low_ps,False,1,partial,2026-03-31,,
129,86.8%,KBH,KB Home,0.2,CONSUMER CYCLICAL,3B,49.5,56M,8.9,15.8%,11.2%,17.9%,7.3%,1.1,5.3%,high_fcf_yield,False,0,good,2026-04-29,,
